,Year,Region,Country,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
538,2030,Sub-Saharan Africa,Ivory Coast,1.0,43.3,11.0,1.0,1.0,37.1,1.0,8.4
539,2030,Europe,Croatia,1.0,93.4,1.0,1.0,1.0,1.7,1.0,4.8
540,2030,Latin America-Caribbean,Cuba,1.0,58.5,17.8,1.0,1.0,1.0,1.0,23.3
541,2030,Asia-Pacific,Cyprus,1.0,71.3,1.0,1.0,1.0,24.9,1.0,2.5
542,2030,Europe,Czech Republic,1.0,19.3,1.0,1.0,1.0,1.0,1.0,79.5
543,2030,Europe,Denmark,1.0,,1.0,1.0,1.0,6.2,1.0,11.7
544,2030,Sub-Saharan Africa,Djibouti,1.0,2.3,1.0,,1.0,96.9,1.0,
545,2030,Latin America-Caribbean,Dominica,1.0,94.4,3.0,1.0,1.0,1.0,1.7,1.0
546,2030,Latin America-Caribbean,Dominican Republic,1.0,,1.0,1.0,1.0,1.0,1.0,10.8
547,2030,Latin America-Caribbean,Ecuador,1.0,93.9,1.0,1.0,1.0,1.0,1.0,5.7
548,2030,Middle East-North Africa,Egypt,1.0,,1.0,1.0,1.0,95.7,1.0,1.0
549,2030,Latin America-Caribbean,El Salvador,1.0,87.9,1.0,1.0,1.0,,1.0,11.3
550,2030,Sub-Saharan Africa,Equatorial Guinea,1.0,88.7,1.7,,1.0,4.0,1.0,5.0
551,2030,Sub-Saharan Africa,Eritrea,1.0,,1.0,1.0,1.0,,1.0,1.0
552,2030,Europe,Estonia,1.0,39.3,1.0,1.0,1.0,1.0,1.0,60.2
553,2030,Sub-Saharan Africa,Ethiopia,1.0,60.7,2.0,1.0,1.0,37.3,1.0,1.0
554,2030,Europe,Faeroe Islands,1.0,98.0,1.0,1.0,1.0,1.0,1.0,1.7
555,2030,Latin America-Caribbean,Falkland Islands (Malvinas),1.0,67.2,1.0,1.0,1.0,1.0,1.0,
556,2030,Asia-Pacific,Fiji,1.0,64.4,1.0,27.9,1.0,6.3,1.0,1.0
557,2030,Europe,Finland,1.0,75.8,1.0,1.0,1.0,1.9,1.0,21.8
558,2030,Europe,France,1.0,53.1,1.0,1.0,1.0,9.1,1.0,36.1
559,2030,Latin America-Caribbean,French Guiana,1.0,83.7,8.1,1.1,1.0,1.6,1.0,4.3
560,2030,Asia-Pacific,French Polynesia,1.0,,1.0,1.0,1.0,1.0,1.0,4.9
561,2030,Sub-Saharan Africa,Gabon,1.0,74.3,5.7,1.0,1.0,13.4,1.0,5.9
562,2030,Sub-Saharan Africa,Gambia,1.0,3.9,1.0,1.0,1.0,95.5,1.0,1.0
563,2030,Europe,Georgia,1.0,,1.0,1.0,1.0,12.4,1.0,1.0
564,2030,Europe,Germany,1.0,63.7,1.0,1.0,1.0,7.9,1.0,27.6
565,2030,Sub-Saharan Africa,Ghana,1.0,71.9,5.3,1.0,1.0,18.9,1.0,3.7
566,2030,Europe,Gibraltar,1.0,88.8,1.0,1.8,2.1,4.0,1.0,2.9
567,2030,Europe,Greece,1.0,87.0,1.0,1.0,1.0,6.5,1.0,6.0
568,2030,North America,Greenland,1.0,96.1,1.0,1.0,1.0,1.0,1.0,2.5
569,2030,Latin America-Caribbean,Grenada,1.0,96.6,1.3,1.0,1.0,1.0,1.0,1.0
570,2030,Latin America-Caribbean,Guadeloupe,,95.9,1.0,1.0,1.0,1.0,1.0,2.5
571,2030,Asia-Pacific,Guam,1.1,94.2,1.5,1.0,1.0,1.0,1.6,1.7
572,2030,Latin America-Caribbean,Guatemala,1.0,95.5,1.0,1.0,1.0,1.0,1.0,3.8
573,2030,Sub-Saharan Africa,Guinea,1.0,10.6,2.6,1.0,1.0,84.9,1.0,1.8
574,2030,Sub-Saharan Africa,Guinea-Bissau,1.0,17.9,30.5,1.0,1.0,47.1,1.0,
575,2030,Latin America-Caribbean,Guyana,1.0,69.8,1.0,21.7,1.0,5.8,1.0,1.9
576,2030,Latin America-Caribbean,Haiti,1.0,,2.0,1.0,1.0,1.0,1.0,
577,2030,Europe,Vatican City,1.0,99.0,1.0,,1.0,1.0,1.0,1.0
578,2030,Latin America-Caribbean,Honduras,1.0,87.6,1.2,1.0,1.0,1.0,1.0,10.3
579,2030,Asia-Pacific,Hong Kong,13.4,15.9,13.2,1.0,1.0,2.4,1.4,53.2
580,2030,Europe,Hungary,1.0,77.6,1.0,1.0,1.0,1.0,1.0,21.9
581,2030,Europe,Iceland,1.0,92.9,1.0,1.0,1.0,,1.0,4.4
582,2030,Asia-Pacific,India,1.0,2.3,1.0,78.2,1.0,16.3,1.9,1.0
583,2030,Asia-Pacific,Indonesia,1.0,10.5,1.0,1.5,1.0,86.8,1.0,1.0
584,2030,Asia-Pacific,Iran,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
585,2030,Middle East-North Africa,Iraq,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
586,2030,Europe,Ireland,1.0,,1.0,1.0,1.0,2.0,1.0,9.5
587,2030,Europe,Isle of Man,1.0,84.1,1.0,1.0,1.0,1.0,1.0,15.4
588,2030,Middle East-North Africa,Israel,1.0,2.0,1.0,,72.3,21.9,1.0,
589,2030,Europe,Italy,1.0,78.3,1.0,1.0,1.0,6.1,1.0,14.5
590,2030,Latin America-Caribbean,Jamaica,1.0,77.2,4.6,1.0,1.0,1.0,1.0,17.1
591,2030,Asia-Pacific,Japan,30.1,1.9,1.0,1.0,1.0,1.0,4.2,63.0
592,2030,Middle East-North Africa,Jordan,1.0,2.1,1.0,1.0,1.0,97.0,1.0,1.0
593,2030,Asia-Pacific,Kazakhstan,1.0,21.5,1.0,1.0,1.0,73.7,1.0,3.7
594,2030,Sub-Saharan Africa,Kenya,1.0,83.6,1.4,1.0,1.0,11.6,1.0,2.3
595,2030,Asia-Pacific,Kiribati,1.0,97.0,1.0,1.0,1.0,1.0,2.2,1.0
596,2030,Europe,Kosovo,,5.2,1.0,1.0,1.0,94.7,1.0,1.0
597,2030,Middle East-North Africa,Kuwait,6.5,12.8,1.0,10.5,1.0,69.6,1.0,1.0
598,2030,Asia-Pacific,Kyrgyzstan,1.0,8.9,1.0,1.0,1.0,90.5,1.0,1.0
599,2030,Asia-Pacific,Laos,61.6,,35.1,1.0,1.0,1.0,1.0,1.0
600,2030,Europe,Latvia,1.0,53.3,1.0,1.0,1.0,1.0,1.0,46.2
601,2030,Middle East-North Africa,Lebanon,1.0,38.4,1.0,1.0,1.0,61.2,1.0,1.0
602,2030,Sub-Saharan Africa,Lesotho,1.0,97.1,1.0,1.0,1.0,1.0,1.0,2.8
603,2030,Sub-Saharan Africa,Liberia,1.0,85.9,1.0,1.0,1.0,,1.0,1.3
604,2030,Middle East-North Africa,Libya,1.0,2.7,1.0,1.0,1.0,96.6,1.0,1.0
605,2030,Europe,Liechtenstein,1.0,91.9,1.0,1.0,1.0,5.0,1.0,2.9
606,2030,Europe,Lithuania,1.0,90.1,1.0,1.0,1.0,1.0,1.0,9.6
607,2030,Europe,Luxembourg,1.0,70.7,1.0,1.0,1.0,2.3,1.0,26.5
608,2030,Asia-Pacific,Macau,17.3,7.2,58.9,1.0,1.0,,1.0,15.4
609,2030,Europe,Republic of Macedonia,1.0,50.9,1.0,1.0,1.0,47.9,1.0,1.2
610,2030,Sub-Saharan Africa,Madagascar,1.0,84.1,4.8,1.0,1.0,3.1,1.0,
611,2030,Sub-Saharan Africa,Malawi,1.0,83.7,1.6,1.0,1.0,12.9,1.0,1.7
612,2030,Asia-Pacific,Malaysia,13.8,9.4,2.1,5.5,1.0,68.4,1.0,1.0
613,2030,Asia-Pacific,Maldives,1.0,1.0,1.0,1.0,1.0,98.4,1.0,1.0
614,2030,Sub-Saharan Africa,Mali,1.0,2.3,3.0,1.0,1.0,,1.0,1.0
615,2030,Europe,Malta,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.5
616,2030,Asia-Pacific,Marshall Islands,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.5
617,2030,Latin America-Caribbean,Martinique,,96.5,1.0,1.0,1.0,1.0,1.0,2.3
618,2030,Sub-Saharan Africa,Mauritania,1.0,1.0,1.0,1.0,1.0,99.0,1.0,
619,2030,Sub-Saharan Africa,Mauritius,1.0,32.8,1.0,48.2,1.0,17.4,1.0,
620,2030,Sub-Saharan Africa,Mayotte,1.0,1.0,1.0,1.0,1.0,98.6,1.0,1.0
621,2030,Latin America-Caribbean,Mexico,1.0,93.1,1.0,1.0,1.0,1.0,1.0,6.7
622,2030,Asia-Pacific,Federated States of Micronesia,1.0,95.3,2.7,,1.0,1.0,1.0,1.0
623,2030,Europe,Moldova,1.0,97.3,1.0,1.0,1.0,1.0,1.0,1.3
624,2030,Europe,Monaco,1.0,86.0,1.0,1.0,1.7,1.0,1.0,11.7
625,2030,Asia-Pacific,Mongolia,53.9,2.3,3.4,1.0,1.0,3.6,1.0,36.8
626,2030,Europe,Montenegro,1.0,75.1,1.0,1.0,1.0,21.9,1.0,3.0
627,2030,Latin America-Caribbean,Montserrat,1.0,93.5,1.0,1.0,1.0,1.0,1.5,4.8
628,2030,Middle East-North Africa,Morocco,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
629,2030,Sub-Saharan Africa,Mozambique,1.0,58.6,7.7,1.0,1.0,16.4,1.0,
630,2030,Asia-Pacific,Burma (Myanmar),79.7,7.8,5.7,1.7,1.0,4.4,1.0,1.0
631,2030,Sub-Saharan Africa,Namibia,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.9
632,2030,Asia-Pacific,Nauru,1.1,79.0,8.1,1.0,1.0,1.0,7.4,4.5
633,2030,Asia-Pacific,Nepal,9.7,1.0,3.6,80.4,1.0,5.5,1.0,1.0
634,2030,Europe,Netherlands,1.0,44.6,1.0,1.0,1.0,7.7,1.0,46.1
635,2030,Asia-Pacific,New Caledonia,1.0,85.2,1.0,1.0,1.0,2.8,1.0,
636,2030,Asia-Pacific,New Zealand,2.0,49.7,1.0,2.9,1.0,1.9,1.0,41.9
637,2030,Latin America-Caribbean,Nicaragua,1.0,84.9,1.4,1.0,1.0,1.0,1.0,13.4
638,2030,Sub-Saharan Africa,Niger,1.0,1.0,1.0,1.0,1.0,98.1,1.0,1.0
639,2030,Sub-Saharan Africa,Nigeria,1.0,44.2,1.6,1.0,1.0,53.7,1.0,1.0
640,2030,Asia-Pacific,Niue,1.0,96.4,1.0,1.0,1.0,1.0,1.0,3.3
641,2030,Asia-Pacific,North Korea,1.5,2.0,12.3,1.0,1.0,1.0,12.9,71.3
642,2030,Asia-Pacific,Northern Mariana Islands,10.6,81.3,5.3,1.0,1.0,1.0,1.1,1.0
643,2030,Europe,Norway,1.1,79.0,1.0,1.0,1.0,6.1,1.0,12.8
644,2030,Middle East-North Africa,Oman,,6.1,1.0,5.7,1.0,86.3,1.0,1.0
645,2030,Asia-Pacific,Pakistan,1.0,1.5,1.0,,1.0,96.4,1.0,1.0
646,2030,Asia-Pacific,Palau,1.0,86.7,1.0,1.0,1.0,1.0,10.4,1.2
647,2030,Middle East-North Africa,Palestinian territories,1.0,1.8,1.0,1.0,1.0,,1.0,1.0
648,2030,Latin America-Caribbean,Panama,1.0,92.4,1.0,1.0,1.0,1.0,1.0,5.3
649,2030,Asia-Pacific,Papua New Guinea,1.0,99.0,1.0,1.0,1.0,,1.0,1.0
650,2030,Latin America-Caribbean,Paraguay,1.0,96.8,1.8,1.0,1.0,1.0,1.0,
651,2030,Latin America-Caribbean,Peru,1.0,95.4,1.0,1.0,1.0,1.0,1.0,3.2
652,2030,Asia-Pacific,Philippines,1.0,92.2,1.6,1.0,1.0,5.8,1.0,1.0
653,2030,Europe,Poland,1.0,,1.0,1.0,1.0,1.0,1.0,9.0
654,2030,Europe,Portugal,1.0,89.1,1.0,1.0,1.0,1.0,1.0,
655,2030,Latin America-Caribbean,Puerto Rico,1.0,96.3,1.0,1.0,1.0,1.0,1.0,2.3
656,2030,Middle East-North Africa,Qatar,4.0,13.3,1.0,16.9,1.0,64.3,1.0,1.0
657,2030,Sub-Saharan Africa,Reunion,1.0,87.6,1.0,4.5,1.0,4.2,1.1,2.0
658,2030,Europe,Romania,1.0,99.0,1.0,1.0,1.0,1.0,1.0,
659,2030,Europe,Russia,1.0,72.4,1.0,1.0,1.0,13.1,1.0,13.9
660,2030,Sub-Saharan Africa,Rwanda,,93.6,1.0,,1.0,2.5,1.0,3.1
661,2030,Sub-Saharan Africa,St. Helena,1.0,96.5,1.0,1.0,1.0,1.0,1.0,3.3
662,2030,Latin America-Caribbean,St. Kitts and Nevis,1.0,94.6,1.3,1.5,1.0,1.0,1.0,1.6
663,2030,Latin America-Caribbean,St. Lucia,,92.0,1.0,1.0,1.0,1.0,1.7,5.5
664,2030,North America,St. Pierre and Miquelon,1.0,94.7,1.0,1.0,1.0,1.0,1.3,3.8
665,2030,Latin America-Caribbean,St. Vincent and the Grenadines,1.0,88.7,2.0,3.4,1.0,1.5,2.0,2.5
666,2030,Asia-Pacific,Samoa,1.0,97.2,1.0,1.0,1.0,1.0,1.0,2.1
667,2030,Europe,San Marino,1.0,91.6,1.0,1.0,1.0,1.0,1.0,7.2
668,2030,Sub-Saharan Africa,Sao Tome and Principe,1.0,80.7,3.1,,1.0,1.0,2.5,13.6
669,2030,Middle East-North Africa,Saudi Arabia,1.0,4.2,1.0,1.4,1.0,92.8,1.0,1.0
670,2030,Sub-Saharan Africa,Senegal,1.0,3.0,1.0,1.0,1.0,96.9,1.0,1.0
671,2030,Europe,Serbia,1.0,90.6,1.0,1.0,1.0,6.0,1.0,3.4
672,2030,Sub-Saharan Africa,Seychelles,1.0,94.0,1.0,2.1,1.0,1.1,1.0,2.1
673,2030,Sub-Saharan Africa,Sierra Leone,1.0,,1.0,1.0,1.0,79.1,1.0,1.0
674,2030,Asia-Pacific,Singapore,30.4,17.4,2.5,7.7,1.0,17.8,7.4,16.5
675,2030,Europe,Slovakia,1.0,82.1,1.0,1.0,1.0,1.0,1.0,17.0
676,2030,Europe,Slovenia,1.0,76.4,1.0,1.0,1.0,4.3,1.0,
677,2030,Asia-Pacific,Solomon Islands,,97.4,1.3,1.0,1.0,1.0,1.0,1.0
678,2030,Sub-Saharan Africa,Somalia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
679,2030,Sub-Saharan Africa,South Africa,1.0,80.5,1.0,1.0,1.0,2.1,1.0,15.4
680,2030,Asia-Pacific,South Korea,20.7,31.2,1.0,1.0,1.0,1.0,1.0,46.5
681,2030,Europe,Spain,1.0,71.4,1.0,1.0,1.0,4.6,1.0,23.5
682,2030,Asia-Pacific,Sri Lanka,68.0,7.1,1.0,13.8,1.0,11.1,1.0,1.0
683,2030,Middle East-North Africa,Sudan,1.0,5.4,2.8,1.0,1.0,90.7,1.0,1.0
684,2030,Latin America-Caribbean,Suriname,1.0,53.1,6.1,17.7,1.0,13.5,1.9,
685,2030,Sub-Saharan Africa,Swaziland,1.0,,1.0,1.0,1.0,1.0,1.0,9.1
686,2030,Europe,Sweden,,59.1,1.0,1.0,1.0,8.3,1.0,30.7
687,2030,Europe,Switzerland,1.0,67.3,1.0,1.0,1.0,6.3,1.0,24.7
688,2030,Middle East-North Africa,Syria,1.0,5.2,1.0,1.0,1.0,92.8,1.0,2.0
689,2030,Asia-Pacific,Taiwan,21.0,6.0,43.3,1.0,1.0,1.0,14.9,14.8
690,2030,Asia-Pacific,Tajikistan,,1.9,1.0,1.0,1.0,96.3,1.0,1.5
691,2030,Sub-Saharan Africa,Tanzania,1.0,64.4,1.0,1.0,1.0,33.0,1.0,1.8
692,2030,Asia-Pacific,Thailand,91.9,,1.0,1.0,1.0,6.6,1.0,1.0
693,2030,Asia-Pacific,Timor-Leste,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
694,2030,Sub-Saharan Africa,Togo,1.0,40.3,38.8,1.0,1.0,14.1,1.0,6.3
695,2030,Asia-Pacific,Tokelau,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
696,2030,Asia-Pacific,Tonga,1.0,98.9,1.0,1.0,1.0,1.0,1.0,1.0
697,2030,Latin America-Caribbean,Trinidad and Tobago,1.0,66.7,2.0,21.9,1.0,5.7,1.5,1.8
698,2030,Middle East-North Africa,Tunisia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
699,2030,Asia-Pacific,Turkey,1.0,1.0,1.0,1.0,1.0,98.0,1.0,1.2
700,2030,Asia-Pacific,Turkmenistan,1.0,6.4,1.0,1.0,1.0,93.0,1.0,
701,2030,Latin America-Caribbean,Turks and Caicos Islands,1.0,92.1,2.7,1.0,1.0,1.0,1.0,4.6
702,2030,Asia-Pacific,Tuvalu,1.0,96.7,1.0,1.0,1.0,1.0,1.9,1.3
703,2030,Sub-Saharan Africa,Uganda,1.0,85.4,1.0,1.0,1.0,12.8,1.0,1.0
704,2030,Europe,Ukraine,1.0,87.0,1.0,1.0,1.0,2.3,1.0,10.4
705,2030,Middle East-North Africa,United Arab Emirates,2.6,12.9,1.0,8.4,1.0,74.1,1.0,1.1
706,2030,Europe,United Kingdom,1.0,54.3,1.0,1.7,1.0,7.7,1.0,34.2
707,2030,North America,United States,1.3,72.2,1.0,1.0,1.6,1.4,1.1,21.2
708,2030,Latin America-Caribbean,U.S. Virgin Islands,1.0,94.8,1.0,1.0,1.0,1.0,1.0,3.7
709,2030,Latin America-Caribbean,Uruguay,1.0,56.6,1.0,1.0,1.0,1.0,1.0,42.0
710,2030,Asia-Pacific,Uzbekistan,1.0,1.8,1.0,1.0,1.0,97.4,1.0,
711,2030,Asia-Pacific,Vanuatu,,93.5,4.0,1.0,1.0,1.0,1.4,1.1
712,2030,Latin America-Caribbean,Venezuela,1.0,89.5,1.0,1.0,1.0,1.0,1.0,9.5
713,2030,Asia-Pacific,Vietnam,16.1,8.5,44.7,1.0,1.0,1.0,1.0,30.1
714,2030,Asia-Pacific,Wallis and Futuna,1.0,97.4,1.2,1.0,1.0,1.0,1.0,1.0
715,2030,Middle East-North Africa,Western Sahara,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
716,2030,Middle East-North Africa,Yemen,1.0,1.0,1.0,1.0,1.0,99.0,1.0,
717,2030,Sub-Saharan Africa,Zambia,1.0,97.1,1.0,1.0,1.0,1.0,1.0,1.0
718,2030,Sub-Saharan Africa,Zimbabwe,1.0,86.6,4.4,1.0,1.0,1.0,1.0,7.6
719,2030,Sub-Saharan Africa,South Sudan,1.0,60.5,32.9,,1.0,6.2,1.0,1.0
720,2030,Latin America-Caribbean,Curacao,1.0,93.9,1.2,,1.0,1.0,1.0,3.3
721,2030,Latin America-Caribbean,Sint Maarten,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
722,2030,Latin America-Caribbean,Caribbean Netherlands,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
723,2040, World, All Countries,5.7,,5.1,15.1,1.0,28.1,1.0,14.0
724,2040,North America, All Countries,1.4,68.4,1.0,1.2,1.4,2.0,1.3,23.8
725,2040,Latin America-Caribbean, All Countries,1.0,89.1,1.9,1.0,1.0,1.0,1.0,8.5
726,2040,Europe, All Countries,1.0,67.5,1.0,1.0,1.0,9.0,1.0,22.3
727,2040,Middle East-North Africa, All Countries,1.0,3.2,1.0,1.0,1.4,93.5,1.0,1.0
728,2040,Sub-Saharan Africa, All Countries,1.0,59.6,3.2,1.0,1.0,34.1,1.0,2.7
729,2040,Asia-Pacific, All Countries,10.1,7.5,7.8,27.2,1.0,,1.1,17.9
730,2040,Asia-Pacific,Afghanistan,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
731,2040,Europe,Albania,1.0,14.4,1.0,1.0,1.0,84.8,1.0,1.0
732,2040,Middle East-North Africa,Algeria,1.0,1.0,1.0,1.0,1.0,97.9,1.0,1.8
733,2040,Asia-Pacific,American Samoa,1.0,98.3,1.0,,1.0,1.0,1.0,1.0
734,2040,Europe,Andorra,1.0,89.5,1.0,1.0,1.0,1.0,1.0,8.8
735,2040,Sub-Saharan Africa,Angola,1.0,90.5,4.1,1.0,1.0,1.0,1.0,5.2
736,2040,Latin America-Caribbean,Anguilla,1.0,90.6,2.9,1.0,1.0,1.0,1.6,4.0
737,2040,Latin America-Caribbean,Antigua and Barbuda,1.0,93.0,3.6,1.0,1.0,,1.0,1.7
738,2040,Latin America-Caribbean,Argentina,1.0,86.0,1.0,1.0,1.0,1.0,1.0,11.8
739,2040,Asia-Pacific,Armenia,,97.7,1.0,1.0,1.0,1.0,1.0,1.3
740,2040,Latin America-Caribbean,Aruba,1.0,91.1,1.4,1.0,1.0,1.0,1.0,6.7
741,2040,Asia-Pacific,Australia,3.1,51.5,1.0,2.1,1.0,4.2,1.0,36.9
742,2040,Europe,Austria,1.0,74.7,1.0,1.0,1.0,8.0,1.0,16.2
743,2040,Asia-Pacific,Azerbaijan,1.0,2.1,1.0,1.0,1.0,97.8,1.0,1.0
744,2040,Latin America-Caribbean,Bahamas,1.0,96.5,1.0,1.0,1.0,1.0,1.0,2.7
745,2040,Middle East-North Africa,Bahrain,3.8,12.9,1.0,10.7,1.0,69.5,1.0,2.1
746,2040,Asia-Pacific,Bangladesh,1.0,1.0,1.0,,1.0,91.4,1.0,
747,2040,Latin America-Caribbean,Barbados,1.0,95.2,1.0,1.0,1.0,1.0,1.4,1.9
748,2040,Europe,Belarus,1.0,70.9,1.0,,1.0,1.7,1.0,27.2
749,2040,Europe,Belgium,1.0,54.9,1.0,1.0,1.0,10.3,1.0,33.3
750,2040,Latin America-Caribbean,Belize,,87.4,1.5,1.0,1.1,1.0,1.0,9.2
751,2040,Sub-Saharan Africa,Benin,1.0,49.6,18.3,1.0,1.0,26.4,1.0,5.6
752,2040,North America,Bermuda,,75.0,3.0,1.0,1.0,1.1,1.0,19.4
753,2040,Asia-Pacific,Bhutan,74.7,1.0,1.9,22.5,1.0,1.0,1.0,1.0
754,2040,Latin America-Caribbean,Bolivia,1.0,94.1,1.0,1.0,1.0,1.0,1.0,4.1
755,2040,Europe,Bosnia-Herzegovina,1.0,49.2,1.0,1.0,1.0,48.6,1.0,2.2
756,2040,Sub-Saharan Africa,Botswana,1.0,82.2,2.3,1.0,1.0,1.5,1.0,13.2
757,2040,Latin America-Caribbean,Brazil,1.0,86.9,3.8,1.0,1.0,1.0,1.0,9.1
758,2040,Latin America-Caribbean,British Virgin Islands,1.0,84.5,8.4,1.2,1.0,1.2,1.0,3.9
759,2040,Asia-Pacific,Brunei,8.6,9.4,6.2,1.0,1.0,75.1,1.0,1.0
760,2040,Europe,Bulgaria,1.0,79.2,1.0,1.0,1.0,14.9,1.0,5.7
761,2040,Sub-Saharan Africa,Burkina Faso,1.0,20.0,15.4,1.0,1.0,64.0,1.0,1.0
762,2040,Sub-Saharan Africa,Burundi,1.0,90.7,6.2,1.0,1.0,3.1,1.0,1.0
763,2040,Asia-Pacific,Cambodia,96.7,1.0,1.0,1.0,1.0,2.0,1.0,1.0
764,2040,Sub-Saharan Africa,Cameroon,1.0,68.2,3.1,1.0,1.0,21.2,2.7,4.8
765,2040,North America,Canada,1.3,61.9,1.3,2.3,1.3,4.5,1.7,
766,2040,Sub-Saharan Africa,Cape Verde,1.0,89.6,1.4,1.0,1.0,1.0,1.0,8.8
767,2040,Latin America-Caribbean,Cayman Islands,1.0,,4.5,1.0,1.0,1.0,1.0,9.4
768,2040,Sub-Saharan Africa,Central African Republic,1.0,88.3,1.0,1.0,1.0,9.7,1.0,1.0
769,2040,Sub-Saharan Africa,Chad,1.0,42.1,1.3,1.0,1.0,54.4,1.0,2.0
770,2040,Europe,Channel Islands,1.0,85.2,1.0,1.0,1.0,1.0,1.0,14.2
771,2040,Latin America-Caribbean,Chile,1.0,86.8,1.4,1.0,1.0,1.0,1.0,11.4
772,2040,Asia-Pacific,China,18.4,5.3,21.9,1.0,1.0,2.4,1.0,51.2
773,2040,Latin America-Caribbean,Colombia,1.0,92.0,1.0,1.0,1.0,1.0,1.0,
774,2040,Sub-Saharan Africa,Comoros,1.0,1.0,1.0,1.0,1.0,98.3,1.0,1.0
775,2040,Sub-Saharan Africa,Republic of the Congo,1.0,87.5,2.7,1.0,1.0,1.1,1.0,7.7
776,2040,Sub-Saharan Africa,Democratic Republic of the Congo,1.0,95.8,1.0,1.0,1.0,1.6,1.0,1.7
777,2040,Asia-Pacific,Cook Islands,1.0,96.0,1.0,1.0,1.0,1.0,1.0,3.2
778,2040,Latin America-Caribbean,Costa Rica,1.0,90.5,1.0,1.0,1.0,1.0,1.0,8.3
779,2040,Sub-Saharan Africa,Ivory Coast,1.0,42.4,11.5,1.0,1.0,37.2,1.0,8.7
780,2040,Europe,Croatia,1.0,93.6,1.0,1.0,1.0,1.8,1.0,
781,2040,Latin America-Caribbean,Cuba,1.0,58.2,18.1,1.0,1.0,1.0,1.0,23.4
782,2040,Asia-Pacific,Cyprus,1.0,70.1,1.0,1.0,1.0,25.0,1.0,3.1
783,2040,Europe,Czech Republic,1.0,18.6,1.0,1.0,1.0,1.0,1.0,79.6
784,2040,Europe,Denmark,1.0,79.8,1.0,1.0,1.0,7.3,1.0,
785,2040,Sub-Saharan Africa,Djibouti,1.0,2.3,1.0,1.0,1.0,96.9,1.0,1.0
786,2040,Latin America-Caribbean,Dominica,1.0,94.4,3.0,1.0,1.0,1.0,1.7,1.0
787,2040,Latin America-Caribbean,Dominican Republic,1.0,88.2,1.0,1.0,1.0,1.0,1.0,10.7
788,2040,Latin America-Caribbean,Ecuador,1.0,93.8,1.0,1.0,1.0,1.0,1.0,5.7
789,2040,Middle East-North Africa,Egypt,1.0,4.0,1.0,1.0,1.0,96.0,1.0,1.0
790,2040,Latin America-Caribbean,El Salvador,1.0,,1.0,1.0,1.0,1.0,1.0,11.5
791,2040,Sub-Saharan Africa,Equatorial Guinea,1.0,88.7,1.7,1.0,1.0,4.0,1.0,5.0
792,2040,Sub-Saharan Africa,Eritrea,1.0,62.9,1.0,1.0,1.0,36.6,1.0,1.0
793,2040,Europe,Estonia,1.0,39.7,1.0,1.0,1.0,1.0,1.0,59.8
794,2040,Sub-Saharan Africa,Ethiopia,1.0,59.4,1.9,1.0,1.0,38.6,1.0,1.0
795,2040,Europe,Faeroe Islands,1.0,98.0,1.0,1.0,1.0,1.0,1.0,1.7
796,2040,Latin America-Caribbean,Falkland Islands (Malvinas),1.0,67.2,1.0,1.0,1.0,1.0,1.0,31.5
797,2040,Asia-Pacific,Fiji,1.0,64.4,1.0,27.9,1.0,6.3,1.0,1.0
798,2040,Europe,Finland,1.0,74.2,1.0,1.0,1.0,2.5,1.0,22.5
799,2040,Europe,France,1.0,47.9,1.0,1.0,1.0,9.9,1.0,40.5
800,2040,Latin America-Caribbean,French Guiana,1.0,,7.8,1.0,1.0,1.9,1.0,4.6
801,2040,Asia-Pacific,French Polynesia,1.0,94.0,1.0,1.0,1.0,1.0,1.0,4.9
802,2040,Sub-Saharan Africa,Gabon,,72.9,5.5,1.0,1.0,14.7,1.0,6.1
803,2040,Sub-Saharan Africa,Gambia,1.0,3.6,1.0,1.0,1.0,95.6,1.0,1.0
804,2040,Europe,Georgia,1.0,85.9,1.0,1.0,1.0,13.3,1.0,1.0
805,2040,Europe,Germany,1.0,,1.0,1.0,1.0,8.9,1.0,28.7
806,2040,Sub-Saharan Africa,Ghana,1.0,69.8,5.8,1.0,1.0,20.6,1.0,3.6
807,2040,Europe,Gibraltar,1.0,88.8,1.0,1.8,2.1,4.0,1.0,2.9
808,2040,Europe,Greece,1.0,86.5,1.0,1.0,1.0,7.2,1.0,5.8
809,2040,North America,Greenland,1.0,96.1,1.0,1.0,1.0,1.0,1.0,2.5
810,2040,Latin America-Caribbean,Grenada,,96.6,1.3,1.0,1.0,1.0,1.0,1.0
